,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,imagAPI,OCRSearch,theta_080,theta_099,PercentEspAcerto,IN_ENCCEJA,IN_ENEM
1380,11,LC,87833,A,"15,0",0,,"3,23853","0,22791","0,15813",AMARELA,PROVA AMARELA PPL,,"0,0",2017,"522,7963924407959",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/87833.png,"QUESTÃO 06

— Recusei a mão de minha filha, porque o senhor é
filho de uma escrava.

— Eu?

— O senhor é um homem de cofl... Infelizmente esta
é a verdade.

Raimundo tomou-se lívido. Manoel prosseguiu, no fim
de um silêncio:

— Já vê o amigo que não é por mim que lhe recusei
Ana Rosa, mas é por tudo! A família de minha mulher
sempre foi muito escrupulosa a esse respeito, e como ela
étoda a sociedade do Maranhão! Concordo que seja uma
asneira; concordo que seja um prejuizo tolo! O senhor
porém não imagina o que é por cá a prevenção contra os
mulatosL... Nunca me perdoariam um tal casamento; além
do que, para realizá-lo, teria que quebrar a promessa que
fiz a minha sogra, de não dar a neta senão a um branco
de lei, português ou descendente direto de portugueses!

AZEVEDO, A. O mulato. São Pal: Esaa 008
influenciada pelo ideário cientificista do Naturalismo,
a obra destaca o modo como o mulato era visto pela
sociedade de fins do século XIX. Nesse trecho, Manoel
traduz uma concepção em que a

miscigenação racial desqualificava o indivíduo,
condição econômica anulava os conflitos raciais
discriminação racial era condenada pela sociedade.
escravidão negava o direito da negra à matemidade.

união entre mestiços era um risco à hegemonia
dos brancos.

voçes
","558,7975978851318","659,3053340911865","57,91",0,1
3163,25,LC,118302,C,"16,0",0,,"1,4717","2,17279","0,19556",AMARELA,PROVA AMARELA REGULAR,,,2021,"717,2863483428955",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/118302.png,"Questão 25

Se for possível, manda-me dizer:
— É lua cheia. A casa está vazia —
Manda-me dizer, e o paraíso
Há de ficar mais perto, e mais recente
Me há de parecer teu rosto incerto.
Manda-me buscar se tens o dia
Tão longo como a noite. Se é verdade
Que sem mim só vês monotonia.
E se te lembras do brilho das marés
De alguns peixes rosados
Numas águas
E dos meus pés molhados, manda-me dizer:
— É lua nova —
E revestida de luz te volto a ver.
HST bio, memória, noviiado da pão São Pa: Ci ds Letra, 2010.

Falando ao outro, o eu lírico revela-se vocalizando um
desejo que remete ao

OO ceticismo quanto à possibilidade do reencontro.

O tédio provocado pela distância física do ser amado.
O sonho de autorrealização desenhado pela memória.
O julgamento implícito das atitudes de quem se afasta.
O questionamento sobre o significado do amor ausente.

","792,428731918335","1014,5585536956788","59,78",0,1
903,100,LC,78238,C,"17,0",0,,"3,11375","0,54638","0,18363",Cinza,PROVA CINZA REGULAR,,"0,0",2015,"554,6348094940186",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/78238.png,"QUESTÃO 100 0900=>>>>>>>>>>—>—>—>—>—>———

Tudo era harmonioso, sólido, verdadeiro. No princípio.
As mulheres, principalmente as mortas do álbum, eram
maravilhosas. Os homens, mais maravilhosos ainda, ah,
difícil encontrar família mais perfeita. 4 nossa família,
dizia a bela voz de contralto da minha avó. Na nossa
família, frisava, lançando em redor olhares complacentes,
lamentando os que não faziam parte do nosso clá. [..]

Quando Margarida resolveu contar os podres todos que
sabia naquela noite negra da rebelião, fiquei furiosa. [..]

É mentira, é mentiral, gritei tapando os ouvidos. Mas
Margarida seguia em frente: tio Maximiliano se casou
com a inglesa de cachos só por causa do dinheiro, não
passava de um pilantra, a loirinha feiosa era riquíssima,
Tia Consuelo? Ora, tia Consuelo chorava porque sentia
falta de homem, ela queria homem e não Deus, ou
o convento ou o sanatório. O dote era tão bom que o
convento abriu-lhe as portas com loucura e tudo.
“E tem mais coisas ainda, minha queridinha”, anunciou
Margarida fazendo um agrado no meu queixo. Reagi com
violência: uma agregada, uma cria e, ainda por cima,
mestiça. Como ousava desmoralizar meus heróis?

TELLES, L F. A estrutura da bolha de sabão Rio de Janeiro: Rocco, 1966
Representante da ficção contemporânea, a prosa de Lygia
Fagundes Telles configura e desconstrói modelos sociais.
No trecho, a percepção do núcleo familiar descortina um(a)
O convivência frágil ligando pessoas financeiramente
dependentes.

tensa hierarquia familiar equilibrada graças à presença
da matriarca

pacto de atitudes e valores mantidos à custa de
ocultações e hipocrisias.

tradicional conflito de gerações protagonizado pela
narradora e seus tios.

vo 0 o

velada discriminação racial refletida na procura de
casamentos com europeus
","590,7862186431885","695,6236362457275","59,18",0,1
1460,21,LC,49772,D,"18,0",0,,"3,74441","-0,12146","0,18945",AMARELA,PROVA AMARELA PPL,,"0,0",2017,"487,8513813018799",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/49772.png,"QUESTÃO 16

Fazer 70 anos

Fazer 70 anos não é simples.
Avida exige, para o conseguirmos,
perdas e perdas no íntimo do ser,

como, em volta do ser, mil outras perdas.
LJ

Ó José Carlos, irmão-em-Escorpião!
Nós o conseguimos.

E sorrimos

de uma vitória comprada por que preço?
Quem jamais o saberá?

ANDRADE. C. D. Amar se aprende amando. São Paulo:
Ceu do Lav, 1062 (iragmento)

O pronome oblíquo “o”, nos versos “A vida exige, para
o conseguirmos” e “Nós o conseguimos”, garante
a progressão temática e o encadeamento textual,
recuperando o segmento

O “Ó José Carlos”

O “perdas e perdas”.

O “Avida exige”

O “Fazer 70 anos”

O “irmão-em-Escorpião”.
","517,6584720611572","604,900598526001","59,47",0,1
2487,15,LC,27240,A,"19,0",0,,"2,93973","2,36402","0,31232",AMARELA,PROVA AMARELA PPL,,"0,0",2020,"736,4099025726318",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/27240.png,"Questão 15 no net net

As cartas de amor

deveriam ser fechadas

com a língua.

Beijadas antes de enviadas.

Sopradas. Respiradas.

O esforço do pulmão

pturado pelo envelope,

a letra tremendo

como uma pálpebra.

Não a cola isenta, neutra,

mas a espuma, a gentileza,

agripe, o contágio.

Porque a saliva

acalma um machucado.

As cartas de amor

deveriam ser abertas

com os dentes.
No texto predomina a função poética da linguagem,
pois ele registra uma visão imaginária e singularizada
de mundo, construída por meio do trabalho estético da
linguagem. A função conativa também contribui para esse
trabalho na medida em que o enunciador procura

O infuenciar o leitor em relação aos sentimentos
provocados por uma carta de amor, por meio de
opiniões pessoais.

O definir com objetividade o sentimento amoroso e a
importância das cartas de amor.

O alertar para consequências perigosas advindas de

mensagens amorosas.

o

e

esclarecer como devem ser escritas as mensagens
sentimentais nas cartas de amor.

produzir uma visão ficcional do sentimento amoroso
presente em cartas de amor.
","766,7224407196045","879,8186779022217","65,62",0,1
1712,19,LC,22654,B,"20,0",0,,"1,79575","-0,76212","0,20153",Amarela,PROVA AMARELA PPL,,"0,0",2018,"423,7978458404541",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/22654.png,"QUESTÃO 19

Uma língua, múltiplos falares
Desde suas origens, o Brasi tem um:
em falares diversos. Mesmo antes da chegada dos
portugueses, o território brasileiro já era mutilingue. Havia
cerca de 1,2 mil linguas faladas pelos povos indígenas.
O português trazido pelo colonizador tampouco era uma
língua homogênea, havia variações dependendo da
região de Portugal de onde ele vinha. Há de se considerar
também que a chegada de falantes de poruguês|
acontece em diferentes etapas, em momentos históricos
específicos. Na cidade de São Paulo, por exemplo, temos
primeiramente o encontro linguístico de portugueses com
índios e, alêm dos negros da África, vieram italianos,
japoneses, alemães, árabes, todos com suas línguas.
“Todo este processo vai produzindo diversidades
linguísticas que caracterizam falares diferentes”, afirma
um linguista da Unicamp. Daí que na mesma São Paulo
pode-se encontrar modos de falar distintos como o de
Adoniran Barbosa, que etemizou em suas composições
o sotaque típico de um filho de imigrantes italianos, ou
O chamado erre retrofexo, aquele erre dobrado que,
junto com a letra, resulta naquele jeito de falar “cairme” é
“poita” caracteristico do interior de São Paulo
A parir desse breve histórico da língua portuguesa no Brasi,
um dos elementos de identidade nacional, entende-se que à
diversidade Inguistica é resultado da

09 imposição ca língua do colonizador sobre as línguas
indígenas.

O interação entre os falantes de línguas e culturas
diferentes.

O sobreposição das línguas europeias sobre as
africanas e indígenas.

O heterogeneidade da língua trazida pelo colonizador.

O preservação dos sotaques característicos dos
imigrantes.
","484,8234653472901","667,001485824585","60,08",0,1
1476,23,LC,41382,B,"21,0",0,,"1,33618","0,45494","0,22453",AMARELA,PROVA AMARELA PPL,,"0,0",2017,"545,5081462860107",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/41382.png,"QUESTÃO 18

CÂNCER DE MAMA.
== VAMOS TOCAR
— NESTE ASSUNTO.

A PREVENÇÃO
COMEÇA COM A
CONSCIENTIZAÇÃO.

USE O LAÇO ROSA,

Veja, 0.42, 20 cut 2010 (ataptado)

Campanhas de conscientização para o diagnóstico
precoce do câncer de mama estão presentes no cotidiano
das brasileiras, possibilitando maiores chances de cura
para a paciente, em especial se a doença for detectada
precocemente. Pela análise dos recursos verbais e não
verbais dessa peça publicitária, constata-se que o cartaz

O promove o convencimento do público feminino,
porque associa as palavras “prevenção” e
“conscientização”

busca persuadir as mulheres brasileiras, valendo-se
do duplo sentido da palavra “tocar”

objetiva chamar a atenção para um assunto evitado
por mulheres mais velhas.

convence a mulher a se engajar na campanha e a
usar o laço rosa

mostra a seriedade do assunto, evitado por muitas
mulheres.

vo oo
","624,589204788208","870,1436519622803","61,23",0,1
3386,30,LC,111929,A,"22,0",0,,"2,15283","1,51639","0,20049",AMARELA,PROVA AMARELA REGULAR,,"0,0",2022,"651,6282558441162",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/111929.png,"QUESTÃO 30

TEXTO |
EI.

Pa NE LEVE PARA SUA CASA!

14º FEIRA DE ADOÇÃO

ND DE CÃES E GATOS

4 EB

DOCUMENTOS OBRIGATÓRIOS PARA ADOL

CARTERADE DENTORDE | Cir | conPRowaNtE DE Rei

Disponível em ps;amigodobichovordprese com Acesso em: 10 dez. 2017.
TEXTO
Nas ruas, na cidade e no parque

Ninguém nunca prendeu o Delegado. O vaivém de rua
em rua e sua longa vida são relembrados e recontados.
Exemplo de sobrevivência, liderança, inteligência canina,
desde pequenininho seu focinho negro e seus olhos
delineados desenharam um mapa mental olfativo-visual de
Lavras. Corria de quem precisava correr e se aproximava
de quem não lhe faria mal, distinguia este daquele. Assim,
tomou-se um cão comunitário. Nunca se soube por que
escolheu a rua, talvez lhe tenham feito mal dentro de quatro
paredes. Idoso, teve câncer e desapareceu. O querido foi
procurado pela cidade inteira por duas protetoras, mas
nunca encontrado.

COSTA A. RM. Viver o amor aos cães: Parque Francisco de has.
Gama do Cachoeira: ri, 2014 (adaptado

Os dois textos abordam a temática de animais de rua,
porém, em relação ao Texto |, o Texto Il
O problematiza a necessidade de adoção de animais

sem lar

O valida a troca afetiva entre os pets adotados e seus
donos

O reforça a importância da campanha de adoção de
animais.

O exalta à natureza amigável de cães e de gatos.

6 promove a campanha de adoção de animais.
","702,6331424713135","854,5725345611572","60,02",0,1
1395,13,LC,44273,E,"23,0",0,,"0,76939","0,2678","0,01939",AMARELA,PROVA AMARELA REGULAR,,"0,0",2017,"526,782751083374",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/44273.png,"QUESTÃO 08

Sítio Gerimum

Este é o meu lugar [..]

Meu Gerimum é com g

Você pode ter estranhado

Gerimum em abundância

Aqui era plantado

Ecomaletrag

Meu lugar foi registrado.

OLIVEIRA HD. Lingua Portuguesa, n. 88, fe 201 ragmento

Nos versos de um menino de 12 anos, o emprego da
palavra “Gerimum” grafada com a letra “g” tem por objetivo
O valorizar usos informais caracterizadores da norma
nacional
confirmar o uso da norma-padrão em contexto da
linguagem poética
enfatizar um processo recorrente na transformação
da língua portuguesa.
registrar a diversidade étnica e linguística presente no
temitório brasileiro.
reafirmar discursivamente a forte relação do falante
com seu lugar de origem

o oo
","703,772783279419","1121,4511394500732","50,97",0,1
3180,42,LC,118073,C,"24,0",0,,"1,68791","0,79504","0,13105",AMARELA,PROVA AMARELA REGULAR,,,2021,"579,4970989227295",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/118073.png,"Questão 42

O documentário O menino que fez um museu,
direção de Sérgio Utsch, produção independente de
brasileiros e britânicos, gravado no Nordeste em 2016,
mais precisamente no distrito Dom Quintino, zona rural
do Crato, foi premiado em Londres, pela Foreign Press
Association (FPA), a associação de correspondentes
estrangeiros mais antiga do mundo, fundada em 1888.

De acordo com o diretor, O menino que fez um museu
foi o único trabalho produzido por equipes fora do eixo
Estados Unidos-Europa entre os finalistas. O documentário
conta a história de um Brasil profundo, desconhecido
até mesmo por muitos brasileiros. É apresentado com o
carisma de Pedro Lucas Feitosa, 11 anos.

Quando tinha 10 anos, Pedro Lucas criou o Museu
de Luiz Gonzaga, que fica no distrito de Dom Quintino.
A ideia surgiu após uma visita que o garoto fez, em
2013, quando tinha 8 anos, ao Museu do Gonzagão,
em Exu, Pernambuco. Pedro decidiu criar o próprio
lugar de exposição para homenagear o rei e o local
escolhido foi a casa da sua bisavó já falecida, que fica
ao lado da casa dele, na rua Alto de Antena.
Deperiel em wing comi Acesso em: ta 2018.
No segundo parágrafo, uma citação afirma que o
documentário “foi o único trabalho produzido por equipes
fora do eixo Estados Unidos-Europa entre os finalistas”.
No texto, esse recurso expressa uma estratégia
argumentativa que reforça a
OO originalidade da iniciativa de homenagem à vida e à
obra de Luiz Gonzaga.
O falta de concorrentes ao prêmio de uma das
associações mais antigas do mundo.
O proeza da premiação de uma história ambientada no
interior do Nordeste brasileiro.
O escassez de investimentos para a produção
cinematográfica independente no país.
O importância da parceria entre brasileiros e britânicos
para a realização das filmagens.
","651,0345935821533","843,3287143707275","56,55",0,1
3225,37,LC,119736,B,"25,0",0,,"1,23603","0,56456","0,2089",AMARELA,PROVA AMARELA PPL,,,2021,"556,4754009246826",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/119736.png,"Questão 37
Bola na rede

Futebol de várzea, pelada, baba, racha, rachão.
Os nomes podem ser diferentes em cada pedaço do Brasil,
mas bater uma bolinha é mesmo uma paixão nacional.
Os dados do suplemento de esporte da PNAD 2015
mostraram que o futebol foi a principal modalidade
esportiva praticada no Brasil, com 15,3 milhões de
adeptos.

É claro que o fato de o nosso pais ter um futebol
profissional consagrado, com times que arrebatam
torcidas e revelam jogadores, é uma influência positiva,
mas a maioria dessa galera que gosta de correr atrás
da bola não tem nenhuma pretensão profissional com o
esporte. Para eles, tão bom quanto marcar um gol é juntar
velhos amigos, fazer novas amizades e se divertir muito.

BENEDICTO Mi; MARULM Reto a evita do GE, 2 ao 201 (ga

Ao abordar a temática do futebol no Brasil, o texto

apresenta diferentes nomes para uma partida do esporte.
Ao fazer isso, fica evidente que

O ostorcedores enaltecem seus times favoritos.
o futebol é um esporte presente em todo o Brasil.
a linguagem do futebol reaproxima pessoas distantes.

os campeonatos da modalidade propiciam a integração
do Brasi.

as regiões do país imprimem um estilo próprio para o
jogo de futebol.

o
c]
o
o
","644,1299915313721","909,0464115142822","60,45",0,1
2458,39,LC,18128,A,"26,0",0,,"2,46437","1,68698","0,1109",AMARELA,PROVA AMARELA REGULAR,,"0,0",2020,"668,689489364624",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/18128.png,"Questão 39 no 7
Policarpo Quaresma, cidadão brasileiro, funcionário
público, certo de que a língua portuguesa é emprestada
ao Brasil; certo também de que, por esse fato, o
falar e o escrever em geral, sobretudo no campo das
letras, se veem na humilhante contingência de sofrer
continuamente censuras ásperas dos proprietários da
língua; sabendo, além, que, dentro do nosso país, os
autores e os escritores, com especialidade os gramáticos,
não se entendem no tocante à correção gramatical,
vendo-se, diariamente, surgir azedas polêmicas entre os.
mais profundos estudiosos do nosso idioma — usando
do direito que lhe confere a Constituição, vem pedir que
o Congresso Nacional decrete o tupi-guarani como língua
oficial e nacional do povo brasileiro.
BARRETO, Tt fm do Policarpo Quareama.
Depeil em mendorsiopáic gore emo em: 26 2012
Nessa petição da pitoresca personagem do romance de
Lima Barreto, o uso da norma-padrão justifica-se pela

O situação social de enunciação representada.
O divergência teórica entre gramáticos e literatos.
O pouca representatividade das linguas indígenas.
(O atitude irônica diante da lingua dos colonizadores.
GQ tentativa de solicitação do documento demandado.

","718,895673751831","850,3382205963135","55,54",0,1
1686,6,LC,112092,B,"27,0",0,,"2,40823","1,41052","0,06055",Amarela,PROVA AMARELA REGULAR,,"0,0",2018,"641,0567760467529",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/112092.png,"QUESTÃO 06

Ó Pátria amada,

Idolatrada,

Salve! Salvel

Brasil, de amor etemo seja simbolo

O lábaro que ostentas estrelado,

E diga o verde-louro dessa flâmula
—*Paz no futuro e glória no passado.”
Mas, se ergues da justiça a clava forte,
Verás que um filho teu não foge à luta,
Nem teme, quem te adora, a própria morte.
Terra adorada,

Entre outras mil,

Éstu, Brasil,

O Pátria amada!

Dos filhos deste solo és mãe gentil,
Pátria amada, Brasill

is aciona jon ao epi Ora Prq

O uso da norma-padrão na letra do Hino Nacional do
Brasil é justificado por tratar-se de um(a)

vovo

reverência de um povo a seu país.
género solene de caracteristica protocolar.

canção concebida sem interferência da oralidade.
escrita de uma fase mais antiga da língua portuguesa.
artefato cultural respeitado por todo o povo brasileiro.
","695,3494548797607","829,2405605316162","53,03",0,1
2476,38,LC,24606,A,"28,0",0,,"2,59817","2,54956","0,25858",AMARELA,PROVA AMARELA PPL,,"0,0",2020,"754,9588680267334",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/24606.png,"Questão 38 Cn enem onenemonon

Hoje, críticas e frustrações dos clientes encontram
um canal imediato nas redes, que funcionam como
amplificadoras de rápido alcance. O monitoramento
constante de tudo que é publicado sobre determinada
marca é vital para reagir rapidamente em situações que
podem ser prejudiciais à imagem corporativa.

Uma possibilidade é recorrer a agências que oferecem
serviços especializados de estratégias de comunicação.
Como esses serviços custam caro, é comum as pequenas
e médias empresas apostarem em times intemos para
realizar o monitoramento.

Os especialistas alertam: não transforme as redes
sociais em um serviço de atendimento ao consumidor.
“Sempre que possível, tire a conversa do espaço público.
Se uma reclamação surgir em sua página, responda
rapidamente, lamentando o ocorrido. Em seguida,
peça e-mail e telefone de contato e resolva a questão
diretamente com o consumidor. Esse tipo de atividade faz
“com que essa mesma pessoa volte à intemet, mas agora
para falar bem da empresa.

DNIT E: RIBEIRO, A Como ant uma ba eutação eo?
Pequenas Empresas Grandes Hegôios 1240 mais nz

As novas tecnologias têm alterado a dinâmica entre
empresas e consumidores. Essa nova ordem do mercado
tem efeitos benéficos para a sociedade, como a
construção de relações sociais mais responsáveis.
(O garantia das informações propiciadas pelas redes sociais.
O promoção de relações mercadológicas pautadas em
interesses pessoais.
o
e

o

propagação de relações interpessoais mediadas por
interesses de mercado.

divulgação de informações para atingir a reputação
de empresas.
","793,2870388031006","920,163869857788","62,93",0,1
1443,19,LC,23784,A,"29,0",0,,"1,04729","1,07423","0,25133",AMARELA,PROVA AMARELA REGULAR,,"0,0",2017,"607,4397563934326",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/23784.png,"QUESTÃO 14

Mas assim que penetramos no universo da web,
descobrimos que ele constitui não apenas um imenso
“teritório” em expansão acelerada, mas que também
oferece inúmeros “mapas”, filtros, seleções para ajudar
o navegante a orientar-se. O melhor guia para a web é
a própria web. Ainda que seja preciso ter a paciência
de explorá-la. Ainda que seja preciso arriscar-se a ficar
perdido, aceitar “a perda de tempo” para familiarizar-se
com esta terra estranha. Talvez seja preciso ceder por um
instante a seu aspecto lúdico para descobrir, no desvio
de um link, os sites que mais se aproximam de nossos
interesses profissionais ou de nossas paixões e que
poderão, portanto, alimentar da melhor maneira possível
nossa jornada pessoal

LÉN, Cibercultura. São Pal: Era 3,106
O usuário iniciante sente-se não raramente desorientado
no oceano de informações e possibilidades disponíveis
na rede mundial de computadores. Nesse sentido,
Pierre Lévy destaca como um dos principais aspectos da
intemet o(a)

espaço aberto para a aprendizagem.
grande número de ferramentas de pesquisa.
ausência de mapas ou guias explicativos.
infinito número de páginas virtuais.
dificuldade de acesso aos sites de pesquisa.

voos
","703,784704208374","1018,2230472564696","62,57",0,1
1687,7,LC,27299,B,"30,0",0,,"2,01498","-0,46648","0,20636",Amarela,PROVA AMARELA PPL,,"0,0",2018,"453,3569812774658",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/27299.png,"Para que serve a tecnologia

Computador

“Com os computadores e a internet, mudei muito.
A Lian de hoje é totalmente diferente daqueia de
antes da informática. Me abriu portas a, além de tudo,
fui aceita por pessoas que achava que não iriam
me aceitar. Com a internet, viajei o mundo. Fui até
Portugal e à África. Eu nem sabia que lá a realidade
era tão forte. Perto deles, estamos até muto bem. —
Tânia “Lian” Siva, 26, india pankararu.

w

“Eu gosto muto de televisão. Assisto às novelas,
me vito muto. Mas, ao mesmo tempo, sei que squio
tudo que passa lá não é verdade. É tudo uma Ilusão
— Valentina Maria Vieira dos Santos, 89, india fulnto da
aldeia Xoga cla.
Mp3 Playor

“Cuida do meu tocador de MP3 como se fosse um
tesouro. É um pen drive simples, mas é muto especial
para mim. Nele ouço músicas indigenas e bandas da
própria aldeia. Ele vive emprestado porque acaba sendo
a diversão da aldeia inteira. Uso até para etbir uns videos.
que baixo da internet. Basta colocar no apareiho de DVD
com entrada USB que tenho. — Jailon Parkaranu, 23,
ndo pankararu.
Os depoimentos apresentados no texo retratam o
modo como diferentes. gerações indígenas relatam
suas experiências com os artefatos tecnológicos. Os
comentários reveiam

O uma preferência pela possblidade de uso do
computador.

O um elogio à utlidade da tecnologia no cotidiano
indígena

O uma clica à própria identiade antes da inclusão
diga,

O o gosto pela ilusão em tolenoveias transmitidas na TV.

O o desejo de possuir um aparemo importado.
","507,3444843292236","669,7981357574463","60,32",0,1
"(26.0, 316)",132,LC,16998,B,"26,0",0,,"2,99478","1,22235","0,18701",Cinza,PROVA CINZA REGULAR,,,2014,"622,2336292266846",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/16998.png,"QUESTÃO 132 === mm

eu acho um fato interessante... né... foi como meu
pai e minha mãe vieram se conhecer... né... que... minha
mãe morava no Piauí com toda família... né... meu... meu
avô... matemo no caso... era maquinista... ele sofreu um
acidente... infelizmente morreu... minha mãe tinha cinco
anos... né... e o irmão mais velho dela... meu padrinho.
tinha dezessete e ele foiobrigado a trabalhar... foi trabalhar
no banco... e... ele foi... o banco... no caso... estava.
com um número de funcionários cheio e ele teve que ir
para outro local e pediu transferência prum local mais
perto de Pamaíba que era a cidade onde eles moravam
e por engano o... o... escrivão entendeu Paraíba... né
e meu... e minha família veio parar em Mossoró que
era exatamente o local mais perto onde tinha vaga pra
funcionário do Banco do Brasil e:: ela foi parar na rua do
meu pai... né... e começaram a se conhecer... namoraram
onze anos... né... pararam algum tempo... brigaram... é
lógico... porque todo relacionamento tem uma briga... né.
e eu achei esse fato muito interessante porque foi uma
coincidência incrível... né... como vieram a se conhecer.
namoraram e hoje... e até hoje estão juntos... dezessete
anos de casados.
CUNHA MA E (09). Corpus discurso & gramática agua fada e
“seria na dade do Natal Nata EGUP RI 068
Na transcrição de fala, há um breve relato de experiência
pessoal, no qual se observa a frequente repetição de “né”
Essa repetição é um(a)
indice de baixa escolaridade do falante.
estratégia típica de manutenção da interação oral
marca de conexão lógica entre conteúdos na fala
manifestação característica da fala regional nordestina.

voo o

recurso enfatizador da informação mais relevante da
narrativa.
","659,6343517303467","768,6822414398193","59,35",0,1
"(29.0, 3231)",43,LC,120649,A,"29,0",0,,"2,24442","0,51708","0,11092",AMARELA,PROVA AMARELA PPL,,,2021,"551,7165660858154",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/120649.png,"Questão 43

Seja por meio de uma conversa, uma mensagem
de texto ou uma fotografia, a interação em sociedade
acontece por meio da comunicação, e isso não é diferente.
na intemet. Como colaborar para a inclusão digital de
outros usuários para uma intemet mais livre, aberta e, de
fato, comunicativa?

Os termos “acesso”, “usabilidade” e “inclusão digitar
“sempre acabam aparecendo em conjunto em discussões
sobre como a sociedade se comunica pela intemet.
Ter um computador com acesso à intemet é, como
primeiro passo, essencial — mas saber utilizá-lo e
conseguir, de fato, se comunicar, acessar a informação
disponível na intemet e usá-la é uma questão de caráter
social muito mais profunda e diversa.

Estar conectado é, acima de tudo, estabelecer
“comunicação com o outro — o qual pode viver em
contextos sociais, econômicos e até mesmo físicos
totalmente diferentes dos nossos. Ao levarmos em conta
a intemet como um ambiente que refete e traz novas
possibilidades à sociedade offline — se é que podemos
fazer essa distinção —, é indispensável considerar,
na infraestrutura, na linguagem e nos conteúdos que
circulam em rede, todas as diferenças presentes em
nossa sociedade.

Pensar em inclusão digital, como já dito,
é pensar sempre no lugar do outro na interação e
“comunicação. Nem sempre a forma como costumamos
escrever posts, criar imagens ou publicar vídeos é a mais
adequada para que aquilo que elaboramos seja, de fato,
acessível a todos. Reconhecer que nossa perspectiva é
diferente da perspectiva do outro é imprescindível para
que pensemos, incluindo todos esses outros, em novas
formas de criar que levem em consideração diversas
realidades de uso na internet.

Deh epa comdr. eso em mao 2010 pad

No contexto das tecnologias de informação e

“comunicação, o texto amplia o conceito de inclusão
digital ao

O vincular a utilização da linguagem e do conteúdo ao
reconhecimento do intertocutor.

O ressaltar a importância do acesso aos aparelhos
tecnológicos.

O destacar a infraestrutura da intemet como
imprescindível.

o

e

descrever o aspecto multimídia das mensagens
virtuais.

comparar a vida virtual on-line com a vida real off-line.
","606,8246364593506","751,1489391326904","55,55",0,1
