,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,imagAPI,OCRSearch,theta_080,theta_099,PercentEspAcerto,IN_ENCCEJA,IN_ENEM
1582,36,MT,29086,C,"11,0",0,,"1,9221","1,80836","0,15255",CINZA,PROVA CINZA REGULAR,,"0,0",2017,"680,8416843414307",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/29086.png,"QUESTÃO 171

Em uma de suas viagens, um turista comprou uma
lembrança de um dos monumentos que visitou. Na base
do objeto há informações dizendo que se trata de uma
peça em escala 1 : 400, e que seu volume é de 25 cmê.

O volume do monumento original, em metro cúbico, é de

O 100
o 400
O 1600
O 6250
€ 10000
","741,9531345367432","911,1969470977784","57,63",0,1
1342,6,MT,43906,C,"12,0",0,,"1,91773","3,70512","0,08701",CINZA,PROVA CINZA REGULAR,,"0,0",2017,"870,5108165740967",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/43906.png,"QUESTÃO 141

Um garçom precisa escolher uma bandeja de base
retangular para servir quatro taças de espumante que
precisam ser dispostas em uma única fileira, paralela
ao lado maior da bandeja, e com suas bases totalmente
apoiadas na bandeja. A base e a borda superior das taças
são círculos de raio 4 cm e 5 cm, respectivamente.

A bandeja a ser escolhida deverá ter uma área mínima,
em centímetro quadrado, igual a

o 192

o 300.

o 4

o 320.

e 400.
","936,7959499359132","1105,3268909454346","54,35",0,1
1242,154,MT,42955,B,"13,0",0,,"1,78999","0,80312","0,19843",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"580,3077220916748",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/42955.png,"QUESTÃO 154
Cinco marcas de pão integral apresentam as

seguintes concentrações de fibras (massa de fibra por
massa de pão);

* Marca A: 29 de fibras a cada 50 g de pão;
* Marca B:5 g de fibras a cada 40 g de pão;
* Marca C: 5 g de fibras a cada 100 g de pão;
* Marca D: 6 g de fibras a cada 90 g de pão;
* Marca E: 7 g de fibras a cada 70 g de pão.

Recomenda-se a ingestão do pão que possui a maior
concentração de fibras.
spo em: war lg saude go, Aceso em: 25 e. 2013

A marca a ser escolhida é

0000
moo mp»
","641,834020614624","824,5270252227783","59,92",0,1
2546,164,MT,41676,A,"14,0",0,,"3,19891","1,60834","0,17181",CINZA,PROVA CINZA REGULAR,,"0,0",2020,"660,8335971832275",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/41676.png,"Questão 164 577

Num reciplente com a forma de paralelepípedo
reto-retângulo, colocou-se água até a altura de 8 cm e
um objeto, que ficou flutuando na superfície da água.

Para retirar o objeto de dentro do recipiente, a altura
da coluna de água deve ser de, pelo menos, 15 cm. Para
a coluna de água chegar até essa altura, é necessário
colocar dentro do recipiente bolinhas de volume igual a
6 cm? cada, que ficarão totalmente submersas.

A
17em >
sem
sem
“Gem

O número mínimo de bolinhas necessárias para que se
possa retirar o objeto que flutua na água, seguindo as
instruções dadas, é de

os

o 16

os

23.

eu.
","696,613073348999","798,5227108001709","58,59",0,1
3299,156,MT,111490,B,"15,0",0,,"1,32982","0,06275","0,14566",CINZA,PROVA CINZA PPL,,,2021,"506,2644481658936",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/111490.png,"Questão 156 enem

Utiliza-se o termo download para designar o processo
pelo qual um arquivo é transferido de algum sítio da
intemet para o dispositivo do usuário (computador, tablet,
celular). Quando a transferência é interrompida, diz-se
que o download travou. O esboço do gráfico representa
a evolução do download de um arquivo que demorou
16 segundos para ser concluído.

Volume de dados baixados (Mb)

0) 3 6 10 1213 16 tempo(s)

Por quanto tempo, em segundo, esse download ficou
","595,4091548919678","839,8525714874268","57,28",0,1
654,154,MT,23312,E,"16,0",0,,"2,73298","2,06917","0,17023",Cinza,PROVA CINZA PPL,,"0,0",2015,"706,9151401519775",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/23312.png,"QUESTÃO 154

Uma fábrica vende pizzas congeladas de tamanhos
médio e grande, cujos diâmetros são respectivamente
30 cm e 40 cm. Fabricam-se apenas pizzas de sabor
muçarela. Sabe-se que o custo com os ingredientes para
a preparação é diretamente proporcional ao quadrado
do diâmetro da pizza, e que na de tamanho médio esse
custo é R$ 1,80. Além disso, todas possuem um custo
fixo de R$ 3,00, referente às demais despesas da fábrica.
Sabe-se ainda que a fábrica deseja lucrar R$ 2,50 em
cada pizza grande

Qual é o preço que a fábrica deve cobrar pela pizza
grande, a fim de obter o lucro desejado?

O R$570

O R$620

O R$730

O R$7,90

e rs870
","748,8863468170166","868,1480884552002","58,51",0,1
1216,141,MT,85018,E,"17,0",0,,"1,63837","2,68497","0,14392",AZUL,PROVA AZUL REGULAR,,"0,0",2016,"768,5081958770752",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/85018.png,"O aaaaanaaa atas nea aaa
De forma geral, os pneus radiais trazem em
sua lateral uma marcação do tipo abcideRfg, como
185/65R15. Essa marcação identifica as medidas do
pneu da seguinte forma:
+ abo é a medida da largura do pneu, em milímetro;
+ de é igual ao produto de 100 pela razão entre a
medida da altura (em milímetro) e a medida da
largura do pneu (em milímetro);
* Reignifca radial;
+ fg é a medida do diâmetro interno do pneu, em
polegada

A figura ilustra as variáveis relacionadas com
esses dados.

ata

Dânem
áteno

Tama

O proprietário de um veículo precisa trocar os pneus
de seu carro e, ao chegar a uma loja, é informado
por um vendedor que há somente pneus com os
seguintes códigos: 175/65R15, 175/75R15, 175/80R15,
185/60R15 e 205/55R15. Analisando, juntamente com
o vendedor, as opções de pneus disponíveis, concluem
que o pneu mais adequado para seu veículo é o que
tem a menor altura.

Desta forma, o proprietário do veículo deverá comprar o
pneu com a marcação

205/55R15.
175165R15.
AT5IT5RAS.
175180R15.
185/60R15.

0000
","841,0065174102783","1039,3779277801514","57,2",0,1
2389,173,MT,30574,B,"18,0",0,,"1,84956","3,07376","0,15515",Cinza,PROVA CINZA PPL,,"0,0",2019,"807,382345199585",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/30574.png,"Questão 173

Um pintor cobra R$ 240,00 por dia de trabalho, que equivale a 8 horas de trabalho num dia. Quando é
“chamado para um serviço, esse pintor trabalha & horas por dia com exceção, talvez, do seu último dia nesse
serviço. Nesse último dia, caso trabalhe até 4 horas, ele cobra metade do valor de um dia de trabalho.
Caso trabalhe mais de 4 horas, cobra o valor correspondente a um dia de trabalho. Esse pintor gasta 8 horas
para pintar uma vez uma área de 40 m2. Um cliente deseja pintar as paredes de sua casa, com uma área total de
260 mê. Ele quer que essa área seja pintada o maior número possível de vezes para que a qualidade da pintura
seja a melhor possível. O orçamento desse cliente para a pintura é de R$ 4 600,00.

","870,6729412078857","1046,6043949127195","57,76",0,1
2745,141,MT,85793,A,"19,0",0,,"2,94722","2,06568","0,12112",CINZA,PROVA CINZA REGULAR,,"0,0",2020,"706,5742015838623",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/85793.png,"Questão 141 VEDA

Um processo de aeração, que consiste na introdução
de ar num líquido, acontece do seguinte modo: uma
bomba B retira o líquido de um tanque T1 e o faz passar
pelo aerador A1, que aumenta o volume do líquido em
15%, e em seguida pelo aerador A2, ganhando novo
aumento de volume de 10%. Ao final, ele fica armazenado
num tanque T2, de acordo com a figura.

E [—

t

n

Os tanques T1 e T2 são prismas retos de bases
retangulares, sendo que a base de 11 tem comprimento ce
largura, e a base de T2 tem comprimento 5 e largura 2L
Para finalizar o processo de aeração sem
derramamento do líquido em T2, o responsável deve
saber a relação entre a altura da coluna de líquido que já
saiu de 71, denotada por , e a altura da coluna de liquido
que chegou a T2, denotada por y.
Depende tu Aco em 24 21,
A equação que relaciona as medidas das alturas y e x é
dada por
268%

","748,035192489624","858,05344581604","56,06",0,1
2614,152,MT,60329,B,"20,0",0,,"3,00381","2,28096","0,14168",CINZA,PROVA CINZA PPL,,"0,0",2020,"728,0890941619873",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/60329.png,"Questão 152 enei nei jenei

Um reservatório de água é abastecido por uma
torneira ao mesmo tempo que, por um ralo, escoa
água de seu interior. Os gráficos representam as
vazões Q, em litro por minuto, da torneira e do ralo,
em função do tempo t, em minuto.

OQ (Umin) Torneira

tim)

tmn)

Nos primeiros 25 minutos, o(s) intervalo(s) de tempo em
que o volume de água nesse reservatório decresce é(são)

O entre 1520 minutos.
O entre 15e25 minutos.

O entre 0 e 5 minutos e entre 15 e 20 minutos.

entre 5 e 15 minutos e entre 20 e 25 minutos.

entre O e 5 minutos, entre 10 e 15 minutos e entre 20
e 25 minutos.
","767,7571773529053","875,9300708770752","57,08",0,1
430,146,MT,14048,B,"21,0",0,,"1,55715","1,8146","0,15858",Cinza,PROVA CINZA REGULAR,,,2014,"681,4639568328857",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/14048.png,"QUESTÃO 146 === yum

Uma pessoa compra semanalmente, numa mesma
loja, sempre a mesma quantidade de um produto que
custa R$ 10,00 a unidade. Como já sabe quanto deve
gastar, leva sempre R$ 6,00 a mais do que a quantia
necessária para comprar tal quantidade, para o caso
de eventuais despesas extras. Entretanto, um dia, ao
chegar à loja, foi informada de que o preço daquele
produto havia aumentado 20%. Devido a esse reajuste,
concluiu que o dinheiro levado era a quantia exata para
comprar duas unidades a menos em relação à quantidade
habitualmente comprada

A quantia que essa pessoa levava semanalmente para
fazer a compra era

R$ 166,00.

R$ 156,00.

R$84,00

R$46,00.

R$ 24,00.

voos
","756,2987804412842","965,3465747833252","57,93",0,1
3273,142,MT,111521,B,"22,0",0,,"1,02386","0,77599","0,14727",CINZA,PROVA CINZA REGULAR,,,2021,"577,582597732544",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/111521.png,"Questão 142 === enemanar
Uma pessoa pretende viajar por uma companhia
aérea que despacha gratuitamente uma mala com até
10kg.
Em duas viagens que realizou, essa pessoa utilizou
a mesma mala e conseguiu 10 kg com as seguintes
combinações de itens:

Viagem | Camisetas | Calças | Sapatos
t 12 4 3
0 18 3 2

Para ter certeza de que sua bagagem terá massa de
10 kg, ela decide levar essa mala com duas calças, um
sapato e o máximo de camisetas, admitindo que itens do
mesmo tipo têm a mesma massa.

Qual a quantidade máxima de camisetas que essa
pessoa poderá levar?

0000
3
","693,1273937225342","1010,6723308563232","57,36",0,1
2739,171,MT,85623,B,"23,0",0,,"2,19138","2,6229","0,22455",AMARELA,MATEMATICA DIGITAL AMARELA,,"0,0",2020,"762,2950077056885",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/85623.png,"Na última eleição para a presidência de um clube, duas chapas se inscreveram (te ll). Há
dois tipos de sócio: patrimoniais e contribuintes. Votos de sócios patrimoniais têm peso 0,6 e
de sócios contribuintes têm peso 0,4. A chapa | recebeu 850 votos de sócios patrimoniais e 4
300 de sócios contribuintes; a chapa Il recebeu 1 300 votos de sócios patrimoniais e 2 120 de
sócios contribuintes. Não houve abstenções, votos em branco ou nulos, e a chapa | foi
vencedora. Haverá uma nova eleição para a presidência do clube, com o mesmo número e
tipos de sócios, e as mesmas chapas da eleição anterior. Uma consulta feita pela chapa Il
mostrou que os sócios patrimoniais não mudarão seus votos, e que pode contar com os votos
dos sócios contribuintes da última eleição. Assim, para que vença, será necessária uma
campanha junto aos sócios contribuintes com o objetivo de que mudem seus votos para a
chapa

A menor quantidade de sócios contribuintes que precisam trocar seu voto da chapa | para a
chapa Il para que esta seja vencedora é

ORE

753.

1091

0000
E)
","810,5175495147705","960,2420330047609","61,23",0,1
1310,2,MT,38563,E,"24,0",0,,"1,45491","0,58108","0,32767",CINZA,PROVA CINZA REGULAR,,"0,0",2017,"558,0942630767822",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/38563.png,"QUESTÃO 137

Como não são adeptos da prática de esportes, um
grupo de amigos resolveu fazer um tomeio de futebol
utilizando videogame. Decidiram que cada jogador joga
uma única vez com cada um dos outros jogadores.
O campeão será aquele que conseguir o maior número de
pontos. Observaram que o número de partidas jogadas
depende do número de jogadores, como mostra o quadro:

Quantidade de
jogadores | 2]/3 [4/5 [8/7
Número de

PS 1 |3|6eJi/15)2

Se a quantidade de jogadores for 8, quantas partidas
serão realizadas?

o

os

949

o 3

e 2
","617,1743869781494","846,3160991668701","66,38",0,1
2578,173,MT,48920,A,"25,0",0,,"3,11505","1,79762","0,16356",AMARELA,MATEMATICA DIGITAL AMARELA,,"0,0",2020,"679,7640323638916",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/48920.png,"Uma fatura mensal de água é composta por uma taxa fixa, independentemente do gasto,
mais uma parte relativa ao consumo de água, em metro cúbico. O gráfico relaciona o valor da
fatura com o volume de água gasto em uma residência no mês de novembro, representando
uma semirreta.

4220 4----———

17,00

Valor da fatura (R$)

º 7 Volume (m?)

Observa-se que, nesse mês, houve um consumo de 7 mê de água. Sabe-se que, em
dezembro, o consumo de água nessa residência, em metro cúbico, dobrou em relação ao mês.
anterior.

O valor da fatura referente ao consumo no mês de dezembro nessa residência foi
(superior a R$65,00 e inferior a R$ 70,00.

(8 superior a R$ 80,00 e inferior a R$ 85,00.

superior a R$ 90,00 e inferior a R$ 95,00.

superior a R$ 95,00.

inferior a R$ 55,00.

(OMNI)
","716,9215679168701","821,4776515960693","58,18",0,1
1606,39,MT,96366,E,"26,0",0,,"1,5736","3,62845","0,17737",CINZA,PROVA CINZA REGULAR,,"0,0",2017,"862,8504276275635",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/96366.png,"QUESTÃO 174

O resultado de uma pesquisa eleitoral, sobre a
preferência dos eleitores em relação a dois candidatos,
foi representado por meio do Gráfico 1
70
60
50
40

Eleitores (%)

30

Candidato
Gráfico 1

Ao ser divulgado esse resultado em jomal, o Gráfico 1
foi cortado durante a diagramação, como mostra o Gráfico 2.

Eleitores (%)

A B

Candidato
Gráfico 2

Apesar de os valores apresentados estarem corretos
e a largura das colunas ser a mesma, muitos leitores
criticaram o formato do Gráfico 2 impresso no jomal,
alegando que houve prejuízo visual para o candidato B.

A diferença entre as razões da altura da coluna B pela
coluna A nos gráficos 1 e 2 é

oo

jo Só ni>

a

o o oo
Jo

o
E)
","935,0125789642334","1142,31276512146","58,87",0,1
2007,167,MT,24671,A,"27,0",0,,"1,8308","3,56179","0,33039",Cinza,PROVA CINZA PPL,,"0,0",2018,"856,1794757843018",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/24671.png,"QUESTÃO 167

O índice de massa corporal (IMC) de uma pessoa é
definido como o quociente entre a massa dessa pessoa,
medida em quilograma, e o quadrado da sua altura,
medida em metro. Esse índice é usado como parâmetro
para verificar se o indivíduo está ou não acima do peso
ideal para a sua altura. Durante o ano de 2011, uma
pessoa foi acompanhada por um nutricionista e passou
por um processo de reeducação alimentar. O gráfico
indica a variação mensal do IMC dessa pessoa, durante
o referido período. Para avaliar o sucesso do tratamento,
o nutricionista vai analisar as medidas estatísticas
referentes à variação do IMC.

MC A

28
25
22
E
26
23
280
27
E
ma
E
xs
»2
541

De acordo com o gráfico, podemos concluir que a mediana
da variação mensal do IMC dessa pessoa é igual a

O 2740
O 2755
e 2770
O 2815
O 2845
","902,8022289276124","1084,9897861480713","66,52",0,1
2353,155,MT,8368,C,"28,0",0,,"2,17954","1,95289","0,13818",Cinza,PROVA CINZA REGULAR,,"0,0",2019,"695,2922344207764",https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/8368.png,"Questão 155

O preparador físico de um time de basquete dispõe
de um plantel de 20 jogadores, com média de altura
igual a 1,80 m. No último treino antes da estreia em
um campeonato, um dos jogadores desfalcou o time
em razão de uma séria contusão, forçando o técnico a
contratar outro jogador para recompor o grupo.
Se o novo jogador é 0,20 m mais baixo que o anterior,
qual é a média de altura, em metro, do novo grupo?
1,60
178
179
181
1,82
","750,1928806304932","899,2211818695068","56,91",0,1
